Text ID	Context before	Query_item	Context after	Author	Decade	Genre	Source	Subgenre	Title	Year
4185735	genre . Tomorrow , it will pass up the final	Harry Potter	film ( million ) to become the 3 Warners release	NA	2010	Magazine	Hollywood Reporter	NA	Box Office: War for the Planet of the Apes Scares Off Spider-Man ...	2017
4185915	, like Ghostbusters meets a twisted , darker version of	Harry Potter	. The short film was directed by South African director	NA	2010	Magazine	The Verge	NA	Ghostbusters meets District 9 in proof-of-concept film Apocalypse ...	2017
4193555	the release this week of the first batch of "	Harry Potter	and the Cursed Child " tickets . To keep scalpers	NA	2010	News	New York Post	NA	Game of Thrones star Diana Rigg is back on Broadway	2017
4195803	of white-wigged fantasy garb for the benefit of the "	Harry Potter	" and " Hellboy " franchises . It is often	NA	2010	News	Los Angeles Times	NA	John Hurt on film: A voice of wit_ mischief and wily humanity	2017
4196044	. Veteran actor Robbie Coltrane ( Hagrid in eight "	Harry Potter	" movies ) stars as Paul Finchley , half of	NA	2010	News	New York Post	NA	A beloved TV star is accused of sex abuse â€” sound familiar?	2017
4197640	at the doors of strip clubs . Share this :	Harry Potter	pasta restaurant is a chamber of regrets Inside , the	NA	2010	News	New York Post	NA	Harry Potter pasta restaurant is a chamber of regrets	2017
4197834	pull the trigger on writing up an offer . Among	Harry Potter	closet : Winning features include having all the bedrooms upstairs	NA	2010	News	OCRegister	NA	These are a few of buyers favorite things	2017
4197834	a loft area for a home office , and a	Harry Potter	closet under the stairs for kids toys and games with	NA	2010	News	OCRegister	NA	These are a few of buyers favorite things	2017
4172915	AL ROKER : Wow . That 's kind of like	Harry Potter	, only it 's a tornado instead of a lightning	NA	2010	Spoken	TODAY SHOW 7:00 AM EST	NA	The new movie_ Baby Driver_ starring Kevin Spacey_ Jamie Foxx and Jon Hamm centers on an action packed heist.	2017
4172945	, moon fruit ? They sound like something out of	Harry Potter	. But actually , they 're the latest trends that	NA	2010	Spoken	TODAY SHOW 7:00 AM EST	NA	Well_ we know her best from her pop folksy hits like this one You Were Meant for Me and Foolish Games But Grammy-nominated singer Jewel also has a passion for acting.	2017
4000266	the children , Venetian beaux arts were no match for	Harry Potter	, Ron Weasley , and Albus Dumbledore . I prowled	NA	2000	Academic	American Scholar	ACAD_Misc	Vacationing in Croatia.	2000
4000266	and train reservations to Geneva . Had I shoved aside	Harry Potter	to read aloud from Rebecca West 's 1,181-page Black Lamb	NA	2000	Academic	American Scholar	ACAD_Misc	Vacationing in Croatia.	2000
4010281	middle school , the teacher read aloud adolescent literature including	Harry Potter	and the Prisoner of Azkaban ( Rowling , 1999 )	NA	2000	Academic	Journal of Instructional Psychology	ACAD_Education	Cross Age Tutoring: Alternatives to the Reading Resources Room for Struggling Adolescent Readers.	2001
4012833	romantic character into children 's fiction . The character of	Harry Potter	has all the necessary components of the romantic hero .	NA	2000	Academic	Style	ACAD_Humanities	The Changing Aesthetics of Character in Childrens Fiction.	2001
4012833	to the evil -- adult -- powers . Yet ,	Harry Potter	is a child of his time , of the twenty-first	NA	2000	Academic	Style	ACAD_Humanities	The Changing Aesthetics of Character in Childrens Fiction.	2001
4012833	other tokens of the postmodern aesthetics . By contrast ,	Harry Potter	is a very straightforward hero . We know what to	NA	2000	Academic	Style	ACAD_Humanities	The Changing Aesthetics of Character in Childrens Fiction.	2001
4012833	to the charms and mysteries of the opposite gender .	Harry Potter	is at once human and non-human , with the same	NA	2000	Academic	Style	ACAD_Humanities	The Changing Aesthetics of Character in Childrens Fiction.	2001
4012833	of decisive struggle . As critics , we might find	Harry Potter	conventional ; for readers , he presents a welcome alternative	NA	2000	Academic	Style	ACAD_Humanities	The Changing Aesthetics of Character in Childrens Fiction.	2001
4017732	Dieck Member ASME Ron Dieck Associates , Inc . James	Harry Potter	Gold Medal Kunio Yoshikawa Tokyo Institute of Technology Pressure Vessel	NA	2000	Academic	Mechanical Engineering	ACAD_Sci_Tech	The ASME Foundation: Annual Report 2000-2001.	2001
4009938	Manson ; educational trade books ; book series such as	Harry Potter	and the American Girls ; television shows such as Dora	NA	2000	Academic	Clearing House	ACAD_Education	Developing a Critical Awareness of the Hidden Curriculum through Media Literacy.	2003
4011765	state level . " Hey , Mon , Students Like	Harry Potter	and Reggae , Too In an October 2003 MENC on-line	NA	2000	Academic	Music Educators Journal	ACAD_Humanities	MENC NOTES.	2004
4011765	There were three British characters : Winnie the Pooh ,	Harry Potter	, and Frodo Baggins ; five characters that were American	NA	2000	Academic	Music Educators Journal	ACAD_Humanities	MENC NOTES.	2004
4019511	are sharing a Mem Fox book or checking out a	Harry Potter	title to a student that they are introducing children to	NA	2000	Academic	Teacher Librarian	ACAD_Misc	using international literature to enhance the curriculum.	2004
4019514	2003 , ending the four-year reign of J.K. Rowling 's	Harry Potter	series , according to the American Library Association 's (	NA	2000	Academic	Teacher Librarian	ACAD_Misc	and furthermore.	2004
4019514	language , and being unsuited to age group ; --	Harry Potter	series , for its focus on wizardry and magic ;	NA	2000	Academic	Teacher Librarian	ACAD_Misc	and furthermore.	2004
4019516	. East . Edith Pattou . Harcourt . 0-15-204563-5 .	Harry Potter	and the order of the phoenix . J.K. Rowling .	NA	2000	Academic	Teacher Librarian	ACAD_Misc	2004: best_ notable & recommended.	2004
4019516	and terrible beauty . Libba Bray . Random 0-385-90161-5 .	Harry Potter	and the order of the phoenix . J.K. Rowling .	NA	2000	Academic	Teacher Librarian	ACAD_Misc	2004: best_ notable & recommended.	2004
4019516	Baker . Listening Library . 3 cassettes . 0-8072-1653-4 .	Harry Potter	and the order of the phoenix . J.K. Rowling ,	NA	2000	Academic	Teacher Librarian	ACAD_Misc	2004: best_ notable & recommended.	2004
4019521	pp. $38.00. 1-59158-060-9 ) MAGICAL LIBRARY LESSONS . Lynne Stover	Harry Potter	, Lemony Snicket 's Beaudelaire orphans , Captain Underpants and	NA	2000	Academic	Teacher Librarian	ACAD_Misc	powering up the school library--and teacher-librarian.	2004
4011789	to fictional characters such as elves , goblins , or	Harry Potter	. Still others do not sing the national anthem .	NA	2000	Academic	Music Educators Journal	ACAD_Humanities	Whose Music? Music Education and Cultural Issues. (cover story)	2005
4012869	cartoon The Jungle Book and Chris Columbus 's feature film	Harry Potter	and the Philosopher 's Stone . The analysis is based	NA	2000	Academic	Style	ACAD_Humanities	How Stylisticians Draw on Narratology: Approaches_ Advantages and Disadvantages.	2005
4012869	, an influential model in structuralist narratology . For the	Harry Potter	film , Simpson 's analysis goes as follows . Propp	NA	2000	Academic	Style	ACAD_Humanities	How Stylisticians Draw on Narratology: Approaches_ Advantages and Disadvantages.	2005
4012869	. Propp 's function 1 : Hero absents himself (	Harry Potter	has been orphaned and is forced to live in the	NA	2000	Academic	Style	ACAD_Humanities	How Stylisticians Draw on Narratology: Approaches_ Advantages and Disadvantages.	2005
4019495	first grade , Jacob read all five books in the	Harry Potter	series . To address Jacob 's talents in reading ,	NA	2000	Academic	Professional School Counseling	ACAD_Education	The Impact of Vulnerabilities and Strengths on the Academic Experiences of Twice-Exceptional Students: A Message to School Counselors.	2006
4019555	Students assessed at a to dig their way through the	Harry Potter	tomes , illustrate the effects of this phenomenon . Although	NA	2000	Academic	Teacher Librarian	ACAD_Misc	wikis and literacy development.	2006
4019563	diner . A. Lee Martinez . Tor . 0-765-31471-1 .	Harry Potter	and the half-blood prince . J. K. Rowling . Scholastic	NA	2000	Academic	Teacher Librarian	ACAD_Misc	2006: best_ notable_ & recommended.	2006
4019568	become hooked on series books such as Curious George or	Harry Potter	; others read every newspaper and magazine within their reach	NA	2000	Academic	Teacher Librarian	ACAD_Misc	graphic literacy.	2006
4020279	the readiness to imagine magical power solutions ( Hello ,	Harry Potter	! ) . Is that far from the readiness to	NA	2000	Academic	Theological Studies	ACAD_Phil_Rel	IMAGES OF GOD AND THE IMITATION OF GOD: PROBLEMS WITH ATONEMENT.	2007
4020814	discovered a web site created and maintained by a teen	Harry Potter	fan ( www.harrypotterrealm.com ) . After entering the site ,	NA	2000	Academic	Teacher Librarian	ACAD_Misc	play me a story: games based on childrens books.	2007
4020814	video games based on the stories . For example ,	Harry Potter	fans can now play Quidditch with cards , an elaborate	NA	2000	Academic	Teacher Librarian	ACAD_Misc	play me a story: games based on childrens books.	2007
4020814	may also now enter the world of the first three	Harry Potter	books ( Rowling , 1998 , 1999a , far the	NA	2000	Academic	Teacher Librarian	ACAD_Misc	play me a story: games based on childrens books.	2007
4020814	be attempted . For example , the first challenge in	Harry Potter	and the Chamber of Secrets ( Rowling , 1999a )	NA	2000	Academic	Teacher Librarian	ACAD_Misc	play me a story: games based on childrens books.	2007
4020814	understand and recall . The Dr. Seuss Trivia Game ,	Harry Potter	and the Sorcerer 's Stone Trivia Game , and the	NA	2000	Academic	Teacher Librarian	ACAD_Misc	play me a story: games based on childrens books.	2007
4020814	Buchanan ( Buchanan , Adams , Allison , &; own	Harry Potter	board game , has written a guide for other children	NA	2000	Academic	Teacher Librarian	ACAD_Misc	play me a story: games based on childrens books.	2007
4021133	back her covers and revealed her partner in crime ,	Harry Potter	and the Chamber of Secrets ( Rowling , 1998 )	NA	2000	Academic	Teacher Librarian	ACAD_Misc	harry potter and the goblet of motivation.	2007
4021133	, at the tenacity with which she was reading the	Harry Potter	series , especially when considering that the books registered an	NA	2000	Academic	Teacher Librarian	ACAD_Misc	harry potter and the goblet of motivation.	2007
4021133	! Guess what ! GUESS WHAT ! I can read	Harry Potter	all over again . My teacher-librarian gave me Harry Potter	NA	2000	Academic	Teacher Librarian	ACAD_Misc	harry potter and the goblet of motivation.	2007
4021133	Harry Potter all over again . My teacher-librarian gave me	Harry Potter	and the Philosopher 's Stone in French ! " (	NA	2000	Academic	Teacher Librarian	ACAD_Misc	harry potter and the goblet of motivation.	2007
4021747	in for good measure . Say these words to a	Harry Potter	fan , on the other hand , and you will	NA	2000	Academic	Mercury	ACAD_Sci_Tech	THE REAL STARS OF HARRY POTTER.	2007
4021747	What 's that ? You 're not up on your	Harry Potter	? You might consider leafing through the four-thousand-page series sometime	NA	2000	Academic	Mercury	ACAD_Sci_Tech	THE REAL STARS OF HARRY POTTER.	2007
4021747	, sizes , and ages , you 'll want a	Harry Potter	fan on hand for the really tough questions . <	NA	2000	Academic	Mercury	ACAD_Sci_Tech	THE REAL STARS OF HARRY POTTER.	2007
4022793	of Witchcraft and Wizardry , in J. K. Rowling 's	Harry Potter	" tens of thousands of books , thousands of shelves	NA	2000	Academic	Teacher Librarian	ACAD_Misc	the teacher-librarian as literacy leader.	2008
4024121	the audiobook should be part of every teacher-librarian 's 6-8	Harry Potter	and the sorcerer 's stone . 3 . K. Rowling	NA	2000	Academic	Teacher Librarian	ACAD_Misc	hear and now: connecting outstanding audiobooks to library and classroom instruction.	2008
4071161	as The Little Princess and the third installment of the	Harry Potter	series , yet there is also the daring director of	NA	2000	Academic	Style	ACAD_Humanities	Child of the Long Take: Alfonso Cuarons Film Aesthetics in the Shadow of Globalization.	2009
4071161	. Even as recently as 2004 , when he helmed	Harry Potter	and the Prisoner of Azkaban , he remained firmly ensconced	NA	2000	Academic	Style	ACAD_Humanities	Child of the Long Take: Alfonso Cuarons Film Aesthetics in the Shadow of Globalization.	2009
4071161	to these conventions for the most part in the third	Harry Potter	film just before embarking on Children of Men project .	NA	2000	Academic	Style	ACAD_Humanities	Child of the Long Take: Alfonso Cuarons Film Aesthetics in the Shadow of Globalization.	2009
4071161	Expectations . Dir . Alfonso 20th Century Fox , 1998	Harry Potter	and the Prisoner of Azkaban . Dir . Alfonso Cuaron	NA	2000	Academic	Style	ACAD_Humanities	Child of the Long Take: Alfonso Cuarons Film Aesthetics in the Shadow of Globalization.	2009
4071590	. Guitar girl . Sarra Manning . Puffin . .	Harry Potter	and the goblet of fire . J.K. Rowling . Scholastic	NA	2000	Academic	Teacher Librarian	ACAD_Misc	the best_ notable_ and recommended from 2008.	2009
4071595	" Secret Garden " at Imagination Island or from the	Harry Potter	series , but would it not be great to involve	NA	2000	Academic	Teacher Librarian	ACAD_Misc	the potential_ the pitfalls_ and the promise of multi-user virtual environments: getting a second life.	2009
4080295	For instance , consider the role of Hogwarts in the	Harry Potter	series . From the beginning , this school of witchcraft	NA	2000	Academic	Writer	ACAD_Humanities	Power your story with a sense of place.	2009
4080295	year . If Hogwarts were not so unique , the	Harry Potter	series , more commonplace . Place also plays a key	NA	2000	Academic	Writer	ACAD_Humanities	Power your story with a sense of place.	2009
4080302	his nephew Harry 's room . " J.K. Rowling ,	Harry Potter	and the Chamber of Secrets Starting to read a book	NA	2000	Academic	Writer	ACAD_Humanities	Set the narrative hook: How to write novel openings that will reel in readers.	2009
4080304	that sales of the world 's hottest titles ( think	Harry Potter	and the Sorcerer 's Stone ) eventually drop off .	NA	2000	Academic	Writer	ACAD_Humanities	7 key principles for writing success: A novelist and freelance writer shares what it takes to maintain a career for 25 years.	2009
4080327	manage change and handle the unexpected : * Flexible :	Harry Potter	in the Harry Potter Series by J.K. Rowling * Inflexible	NA	2000	Academic	Writer	ACAD_Humanities	Patterns of behavior: A novelist and family specialist shows you how to put temperament research to work in your fiction.	2009
4080327	the unexpected : * Flexible : Harry Potter in the	Harry Potter	Series by J.K. Rowling * Inflexible : Massoud Amir III	NA	2000	Academic	Writer	ACAD_Humanities	Patterns of behavior: A novelist and family specialist shows you how to put temperament research to work in your fiction.	2009
4081401	range from a 1941 Wars , Star Trek , to	Harry Potter	. Most activities are developed for grades 6-12 . Answers	NA	2010	Academic	Teacher Librarian	ACAD_Misc	Sites to Help Teach Math & Science.	2010
4081407	of my grandsons had read the first volume of the	Harry Potter	books before entering first grade . Yet , he had	NA	2010	Academic	Teacher Librarian	ACAD_Misc	Bridging the Excellence Gap.	2010
4088414	for bringing disgrace on the family by singing on television	Harry Potter	film actress Afshan Azad was attacked and nearly killed by	NA	2010	Academic	Humanist	ACAD_Phil_Rel	Saving Aqsa Parvez.	2010
4088487	PACIFIC SCIENCE CENTER Through January 30 , 2011 : "	Harry Potter	: The Exhibition . " If you 've ever wondered	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2010
4088487	features flora , fauna , and habitats from the famous	Harry Potter	stories depicted on film . Authentic costumes and props are	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2010
4088487	the dormitory room of those mythical creatures Ron Weasley and	Harry Potter	. Tools from their civilization are also displayed , including	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2010
4088490	PACIFIC SCIENCE CENTER Through January 30 , 2011 : "	Harry Potter	: The Exhibition . " If you 've ever wondered	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2010
4088490	the dormitory room of those mythical creatures Ron Weasley and	Harry Potter	. Tools from their civilization are also displayed , including	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2010
4089051	WASHINGTON Seattle PACIFIC SCIENCE CENTER Through February 13 : "	Harry Potter	: The Exhibition . " If you 've ever wondered	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2011
4089051	features flora , fauna , and habitats from the famous	Harry Potter	stories depicted on film . Authentic costumes and props are	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2011
4089051	the dormitory room of those mythical creatures Ron Weasley and	Harry Potter	. Tools from their civilization are also displayed , including	NA	2010	Academic	Natural History	ACAD_Sci_Tech	Around the Country.	2011
4089126	places with more skill and humor than J.K. Rowling .	Harry Potter	and his friends have ordinary names that tell the reader	NA	2010	Academic	Writer	ACAD_Humanities	In search of the perfect sentence.	2011
4117259	I love soccer . " " I read all the	Harry Potter	books . " " I was a Girl Scout .	NA	2010	Academic	Mechanical Engineering	ACAD_Sci_Tech	rebranding engineering. 	2011
4117264	L. Larson Memorial Award ( 1988 ) , the James	Harry Potter	Gold Medal ( 1990 ) , the Heat Transfer Memorial	NA	2010	Academic	Mechanical Engineering	ACAD_Sci_Tech	A Celebration of Engineering ASME 2011 Honors. 	2011
4117264	includes more has given over 25 invited lectures . James	Harry Potter	Gold Medal MOHAMAD The James Harry Potter Gold Medal was	NA	2010	Academic	Mechanical Engineering	ACAD_Sci_Tech	A Celebration of Engineering ASME 2011 Honors. 	2011
4117264	lectures . James Harry Potter Gold Medal MOHAMAD The James	Harry Potter	Gold Medal was established in 1980 in recognition of eminent	NA	2010	Academic	Mechanical Engineering	ACAD_Sci_Tech	A Celebration of Engineering ASME 2011 Honors. 	2011
4117388	in the back , the one with the glasses and	Harry Potter	T-shirt , who has the makings of a future SEAL	NA	2010	Academic	Scholastic Scope	ACAD_Education	THE GUYS WHO GOT BIN LADEN. (cover story) 	2011
4117389	novels to kind Remus Lupin in J. K. Rowling 's	Harry Potter	series , werewolves seem to be as popular as vampires	NA	2010	Academic	Scholastic Scope	ACAD_Education	THE HORROR OF WEREWOLVES. 	2011
4117389	centaurs , trolls , and giants have been resented in	Harry Potter	. What supernatural creature will we see next in the	NA	2010	Academic	Scholastic Scope	ACAD_Education	THE HORROR OF WEREWOLVES. 	2011
4117443	these can help . After all , who can forget	Harry Potter	's lightning scar or Ahab 's whalebone leg ? Each	NA	2010	Academic	Writer	ACAD_Humanities	BUILD EXTREME CHARACTERS. 	2011
4118989	allow negatives , e.g. , I am not interested in	Harry Potter	books ) . The universe of information objects to consider	NA	2010	Academic	Communications of the ACM	ACAD_Sci_Tech	Information seeking. 	2011
4118989	, e.g. , if we give the user photos of	Harry Potter	when she was thinking of books . Thus , user	NA	2010	Academic	Communications of the ACM	ACAD_Sci_Tech	Information seeking. 	2011
4118989	. Thus , if a user is not inter-ested in	Harry Potter	, he should not be shown Web pages about that	NA	2010	Academic	Communications of the ACM	ACAD_Sci_Tech	Information seeking. 	2011
4118989	that fictional character , he should not be given for	Harry Potter	books and movies , and he should not be shown	NA	2010	Academic	Communications of the ACM	ACAD_Sci_Tech	Information seeking. 	2011
4120055	Rowling borrowed this aspect of religious texts in writing the	Harry Potter	series of books , where her characters are often too	NA	2010	Academic	Futurist	ACAD_Misc	A Future of Fewer Words? 	2012
1000108	ways . You might , for example , parody the	Harry Potter	books . " Parry Hotter and the Globlet of Tire	NA	2000	Fiction	Writing	FIC_Gen__Jrnl_	The last play	2000
1000364	far : In this , the opening chapter of "	Harry Potter	and the Goblet of Fire , " the exiled dark	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	of business : a plot against the life of young	Harry Potter	, the only wizard who has ever proved immune to	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	lost his nerve . " It could be done without	Harry Potter	, My Lord . " Another pause , more protracted	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	pause , more protracted , and then -- " Without	Harry Potter	see . . . " " My Lord , I	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	, sounding thoroughly relieved now . " Laying hands on	Harry Potter	would be so difficult , he is so well protected	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	, Wormtail , one more death and our path to	Harry Potter	is clear . I am not asking you to do	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	And he was planning more murders -- his boy ,	Harry Potter	, whoever he was -- was in danger -- Frank	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	. . my faithful servant at Hogwarts . . .	Harry Potter	is as good as mine , Wormtail . It is	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	floor . Two hundred miles away , the boy called	Harry Potter	woke with a start . Sidebar from " Harry Potter	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1000364	Harry Potter woke with a start . Sidebar from "	Harry Potter	and the Goblet of Fire " by J. K. Rowling	NA	2000	Fiction	Newsweek	FIC_Gen__Jrnl_	Harry Potter and the Goblet of Fire--Chapter One: The Riddle House	2000
1008617	got the school board to forbid the teaching of the	Harry Potter	wizard books , they 'd been split in the front	NA	2000	Fiction	The Southern Review	FIC_Gen__Jrnl_	Plinking	2001
1009144	favorite characters from books I love , like Hermione from	Harry Potter	. " How she organizes her books one shelf and	NA	2000	Fiction	Storyworks	FIC_Juvenile	Girl with a camera	2002
1035291	're called icebreakers . " He snorted . " Like	Harry Potter	? " he said with a glance at the book	NA	2000	Fiction	The woman next door : a novel	FIC_SciFi_Fant	The woman next door : a novel /	2002
1009947	through the whole evening with the complacent smile of the	Harry Potter	and the Goblet of Fire for the third time .	NA	2000	Fiction	Ploughshares	FIC_Gen__Jrnl_	Double whammy	2003
1010675	awhile . We spoke about irrelevant stuff . Henna .	Harry Potter	. iMacs . Movies . Rushdie . They told me	NA	2000	Fiction	Journal of Medical Ethics	FIC_Gen__Jrnl_	Relativity	2003
1010675	. She tried reading books , and finished the new	Harry Potter	. Her morphine requirements kept on increasing , as her	NA	2000	Fiction	Journal of Medical Ethics	FIC_Gen__Jrnl_	Relativity	2003
4023764	's eyes went wide . " Do n't tell me	Harry Potter	is actually about the Holy Grail . " " I	NA	2000	Fiction	The Da Vinci Code	FIC_Gen__Book_	The Da Vinci Code	2003
1030452	breath-held tension . One of the little girls resumed recounting	Harry Potter	Quidditch rules and was hushed violently . A mother leaned	NA	2000	Fiction	The kill clause /	FIC_Gen__Book_	The kill clause /	2004
1036599	, whether it 's the minutiae of Barbie dolls like	Harry Potter	or The Cat in the Hat . It 's a	NA	2000	Fiction	Loud and clear	FIC_Gen__Book_	Loud and clear /	2004
1011968	in costume . I flipped back the hood of my	Harry Potter	cloak and pulled off the roundrimmed glasses to reveal hair	NA	2000	Fiction	Analog Science Fiction &amp; Fact	FIC_SciFi_Fant	ZERO TOLERANCE	2005
1011968	out of the schools , here JOM are in that	Harry Potter	thing . It 's " I could see the lights	NA	2000	Fiction	Analog Science Fiction &amp; Fact	FIC_SciFi_Fant	ZERO TOLERANCE	2005
1011968	to keep from tripping over anything . I dumped the	Harry Potter	cloak over the back of a chair and headed for	NA	2000	Fiction	Analog Science Fiction &amp; Fact	FIC_SciFi_Fant	ZERO TOLERANCE	2005
1011968	" It 's me , " I said . "	Harry Potter	. " " Oh , yeah , " he said	NA	2000	Fiction	Analog Science Fiction &amp; Fact	FIC_SciFi_Fant	ZERO TOLERANCE	2005
1032369	, though that was probably an afterthought inspired by the	Harry Potter	novel lying on the nightstand between the two beds .	NA	2000	Fiction	Now you see me-- : a novel of suspence	FIC_Gen__Book_	Now you see me-- : a novel of suspence /	2005
1013043	wearing a kind of turban folded into points . No	Harry Potter	, however was also , one day after school ,	NA	2000	Fiction	Fantasy &amp; Science Fiction	FIC_SciFi_Fant	El Regalo	2006
1014211	him . Narrator 1 : It 's opening night for	Harry Potter	, and the theater is packed when Joe gets there	NA	2000	Fiction	Know Your World Extra	FIC_Juvenile	A Real-Life Action Hero	2007
1014384	to finish his call and ring up a set of	Harry Potter	books . When he hung up , the customer ,	NA	2000	Fiction	Analog Science Fiction &amp; Fact	FIC_SciFi_Fant	If Only We Knew	2007
1020978	. A Chinese company published a counterfeit novel , "	Harry Potter	and the Leopard Walk-Up-to-Dragon . " Counterfeiting is everywhere ,	NA	2000	Fiction	New Yorker	FIC_Gen__Jrnl_	BAG MAN.	2007
1021012	said Angus . " These techniques are like some of	Harry Potter	's friends , who are completely transparent unless you call	NA	2000	Fiction	ABA Journal	FIC_Gen__Jrnl_	People Like Their Own Ideas.	2007
1051074	you torture ? ANN I du n no . That	Harry Potter	kid probably . ROBERT In . Putting in . JONAH	NA	2000	Fiction	Mov:Havoc2	FIC_Movies	Havoc 2: Normal Adolescent Behavior	2007
4040500	books such as The Catcher in the Rye and the	Harry Potter	series but tracked who read them . She kept those	NA	2000	Fiction	Nice girls dont have fangs	FIC_Gen__Book_	Nice girls dont have fangs	2009
4040536	a pair of round glasses . " Billy Idol meets	Harry Potter	. I like it . " He puts a hand	NA	2000	Fiction	Bad to the bone	FIC_Gen__Book_	Bad to the bone	2009
4040632	, " he said , extending a hand . "	Harry Potter	. " " You 're kidding . " " No	NA	2000	Fiction	The cutting	FIC_Gen__Book_	The cutting	2009
4040632	they movement behind her . Before she could react ,	Harry Potter	's left arm was around her neck , pulling her	NA	2000	Fiction	The cutting	FIC_Gen__Book_	The cutting	2009
4085295	behind the stack of magazines . " A DVD of	Harry Potter	and the Half-Blood Prince ? " " I grew up	NA	2010	Fiction	Fantasy & Science Fiction	FIC_SciFi_Fant	Planning Ahead	2010
4090388	his nose , looking remarkably like that actor who played	Harry Potter	in all those billion-dollar movies ( I even used to	NA	2010	Fiction	Sparrow rock	FIC_Gen__Book_	Sparrow rock	2010
4121647	10 , she was in the sixth grade and read	Harry Potter	books and had long thoughts . Certainly , she had	NA	2010	Fiction	Commentary	FIC_Gen__Jrnl_	The Piano Lesson	2011
4121647	, which was something that would only happen in a	Harry Potter	book , not in North Carolina . Nor did she	NA	2010	Fiction	Commentary	FIC_Gen__Jrnl_	The Piano Lesson	2011
4120232	summoned and introduced . gave him a gift : a	Harry Potter	flashlight . <p> " Thanks . " <p> " You	NA	2010	Fiction	Sailor	FIC_Gen__Book_	Sailor	2012
4120232	. <p> " Thanks . " <p> " You like	Harry Potter	? " " I like the movies . I have	NA	2010	Fiction	Sailor	FIC_Gen__Book_	Sailor	2012
2120993	bangs out a one-page book report on J.K. Rowling 's	Harry Potter	and the Sorcerer 's Stone . After half an hour	NA	1990	Magazine	TIME	MAG_News_Opin	The Homework Ate My Family	1999
2016130	Spielberg 's A.I. , Spider-Man , Jurassic Park 3 ,	Harry Potter	and the Sorcerer 's Stone , and Lord of the	NA	2000	Magazine	Entertainment Weekly	MAG_Entertain	Quiet on the set	2000
2016159	across the globe ( and parents ) to read !	Harry Potter	and the Goblet of Fire , book 4 in her	NA	2000	Magazine	Entertainment Weekly	MAG_Entertain	EWs power powerland	2000
2016159	to No. 5 J. K. Rowling , whose wizardly creation	Harry Potter	crowned on this year 's list are teen-pop gatekeeper Carson	NA	2000	Magazine	Entertainment Weekly	MAG_Entertain	EWs power powerland	2000
2032176	reference . J.K. Rowling 's three ( so far )	Harry Potter	books camped atop the best-seller lists for most of last	NA	2000	Magazine	Mother Jones	MAG_News_Opin	Muggles in the ozone.	2000
2032176	not to say they all were noble . As any	Harry Potter	fan knows , the wizard world is at least as	NA	2000	Magazine	Mother Jones	MAG_News_Opin	Muggles in the ozone.	2000
2033265	have sex ... " -- From a Modernhumorist.com spoof combining	Harry Potter	and the best-selling memoir by Dave Eggers " Omigod ,	NA	2000	Magazine	Newsweek	MAG_News_Opin	2000 PERSPECTIVES.	2000
2037195	. Like most alchemists ( and a few wizards of	Harry Potter	's world ) , for search for the mythical substance	NA	2000	Magazine	Smithsonian	MAG_News_Opin	NEWTONS VICE.	2000
2012986	acting out aspects of the magical game described in the	Harry Potter	books , and decided to see if she could create	NA	2000	Magazine	Todays Parent	MAG_Women_Men	Outdoor fames [Ages six to eight]	2001
2012986	it a try because so many of her students loved	Harry Potter	, " Bergquist says . The young players helped her	NA	2000	Magazine	Todays Parent	MAG_Women_Men	Outdoor fames [Ages six to eight]	2001
2015241	is the exclusive global sponsor for the movie , "	Harry Potter	and the Sorceror 's Stone . " " In much	NA	2000	Magazine	Child Life	MAG_Children	Ask Doctor Cory	2001
